"id","question_id","user","text","time","correct"
138,68,39005,"&lt;p&gt;А я квадрокоптер везу сейчас))) dji phantom 3. Лечу через сингапур, надеюсь пропустят)&amp;nbsp;&lt;/p&gt;
&lt;p&gt;хочу видео и фотки крутые наснимать с парохода и когда в порту стоять будем)&lt;/p&gt;
&lt;p&gt;А так кроме этого обычный набор: пару спортивных костюмов, шорты носки трусы, пасты щетки гели для душа. Зарядки наушники. И отдельный чемодан забитый спортпитом))) без протеинчика в рейсе делать нечего))&lt;/p&gt;",1458244654,
158,89,39005,"&lt;p&gt;согласно международных требований &lt;strong&gt;STCW&lt;/strong&gt; (Standarts of Training,Certification and Watchkeeping of the Seafarers)&amp;nbsp;&lt;/p&gt;
&lt;p&gt;Вахтенный помощник капитана на судах 500 регистровых тонн и более должен иметь сертификат соответствия ( Certificate of Competency)&lt;/p&gt;
&lt;p&gt;Чтобы получить такой сертификат каждый кандидат должен соответствовать следующим условиям:&lt;/p&gt;
&lt;p&gt;1. Быть старше 18 лет&lt;/p&gt;
&lt;p&gt;2. Иметь подтверждённый опыт не менее 12 месяцев как часть тренировочной программы, которая задокументированна в трейнинг буке , или иметь не менее 36 месяцев опыта.&lt;/p&gt;
&lt;p&gt;3. Во время плавпрактики нёс навигационную вахту под наблюдением капитана или вахтенного помощника, в течении не менее 6 месяцев.&lt;/p&gt;
&lt;p&gt;4. Соответствует требованиям касательно несения Радионавигационной Вахты (GMDSS Certificate)&lt;/p&gt;
&lt;p&gt;5. Имеет соответствующий учебный диплом.&lt;/p&gt;
&lt;p&gt;6. Имеет соответствующие дополнительные сертификаты (радар/арпа/шлюпки/плоты и прочее).&lt;/p&gt;
&lt;p&gt;Перевод делал примерный, оригинал можете посмотреть на сайте &lt;a href=&quot;http://www.imo.org/en/OurWork/HumanElement/TrainingCertification/Documents/33.pdf&quot; target=&quot;_blank&quot;&gt;IMO - STCW&lt;/a&gt;, но думаю и так уже понятно, что работать можно хоть матросом хоть кадетом хоть кем угодно, главное нести вахту, заполнять трейнинг бук и накатать 12 месяцев (или 36 месяцев без трейнинг бука и вахты)&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;",1458821557,1
163,82,39005,"&lt;p&gt;Если верить википедии:&amp;nbsp;&lt;a href=&quot;https://ru.m.wikipedia.org/wiki/Американский_национальный_институт_стандартов&quot; target=&quot;_blank&quot;&gt;Википедия (ASA/ANSI)&lt;/a&gt;, то ASA и ANSI это одно и тоже. Это организация в США которая занимается стандартизацией размеров и технических параметров. Раньше она называлась American Standarts Assosiation (ASA), а сейчас называется American National Standarts Institute (ANSI).&lt;/p&gt;
&lt;p&gt;По поводу размера, 150 и 300 легко отличить друг от друга по толщине фланца. Редюсеры стандарта 150 на ного тоньше в месте соединения чем редюсеры того же размера стандарта 300.&amp;nbsp;&lt;/p&gt;",1458980655,
7,23,39032,"&lt;p&gt;Я знаю что все граждане Украины должны платить налог на доходы физических лиц, и декларировать свои доходы. Так что сложно сказать точно..&lt;/p&gt;",1456747485,
8,14,39032,"&lt;p&gt;Все записи в справке должны быть произведены одними чернилами.&lt;/p&gt;
&lt;p&gt;Справки подписываются капитаном и старшим механиком судна, скрепляются судовой печатью, заверяются судовладельцем или крюинговой компанией.&lt;/p&gt;",1456747616,1
23,29,39032,"&lt;p style=&quot;line-height: 18.4pt; margin: 0cm 0cm 8.35pt 0cm;&quot;&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Tahoma&#039;,&#039;sans-serif&#039;; color: black;&quot;&gt;У вас всегда есть такое право. Если по каким-либо причинам вас не устроит работа на судне, вы можете написать заявление об увольнении, заранее предупредив руководителей о желаемой дате отъезда.&lt;/span&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Tahoma&#039;,&#039;sans-serif&#039;; color: black;&quot;&gt;Если же у вас чрезвычайные обстоятельства, и вам срочно нужно оказаться дома, вы опять же обращаетесь к своему менеджеру. Получив от вас пояснительную записку с изложением возникшей проблемы, руководство постарается организовать вам как можно более скорое списание с судна.&lt;/span&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Tahoma&#039;,&#039;sans-serif&#039;; color: black;&quot;&gt;Но&amp;nbsp;в обоих случаях перелет оплачивается из вами заработанных средств.&lt;/span&gt;&lt;/p&gt;",1456760479,
87,31,39032,"&lt;p&gt;Анкета рассматривается при получении. Затем она попадает в базу резерва плавсостава, из которой при появлении вакансий отбираются кандидаты.&lt;/p&gt;
&lt;p&gt;На собеседование вызывают тех кандидатов, для которых есть вакантное место.&lt;/p&gt;
&lt;p&gt;Если вам не позвонили в течение 4-6 месяцев, то необходимо обновить или дополнить анкету за прошедший период, указать новую дату готовности к работе и отправить&amp;nbsp;снова.&amp;nbsp;&lt;/p&gt;",1457089069,
111,21,39032,"&lt;p&gt;Как мне известно,сначала нужно наполнить испаритель питательной водой.&lt;/p&gt;",1457624212,
9,14,39033,"&lt;p&gt;Так же должность на судне должна быть указана в точном соответствии с судовой ролью и записями в паспорте моряка.&lt;/p&gt;
&lt;p&gt;Время фактического плавания указывается в месяцах и днях. Дата поступления на судно и дата увольнения с судна вносятся прописью.&lt;/p&gt;",1456747797,
10,19,39033,"&lt;p&gt;Насколько мне известно,такой&amp;nbsp;сертификат обязателен для капитана, старшего помощника капитана, вахтенного помошника капитана и рядового состава палубной команды.&amp;nbsp;&lt;/p&gt;",1456748056,
11,22,39033,"&lt;p&gt;&lt;em&gt;&lt;/em&gt;&lt;/p&gt;
&lt;p&gt;Паспорт нужно продлить, а сертификат сделать новый придется)&lt;/p&gt;",1456748125,
12,15,39033,"&lt;p&gt;Прибрежное плавание - это&amp;nbsp;вдоль берегов Украины и граничащих с нею стран на расстоянии от берега не более 20 морских миль.&lt;/p&gt;
&lt;p&gt;Малое плавание -короткий международный рейс.&lt;/p&gt;
&lt;p&gt;Ну а под&amp;nbsp;&amp;laquo;дальним&amp;raquo; плаванием понимается всякое плавание за исключением прибрежного и малого.&lt;/p&gt;",1456748621,
25,26,39033,"&lt;p style=&quot;line-height: 18.4pt; margin: 0cm 0cm 8.35pt 0cm;&quot;&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Tahoma&#039;,&#039;sans-serif&#039;; color: black;&quot;&gt;В течении одногоили двух месяцев.Все зависит от того когда вам вышлют приглашение,и вовремя ли оформлены документы.&amp;nbsp;&lt;/span&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Tahoma&#039;,&#039;sans-serif&#039;; color: black;&quot;&gt;Обычно компания высылает уведомление за месяц до даты начала вашего контракта. Этот срок дается на открытие визы. К этому моменту уже должны быть готовы паспорт моряка и сертификат БЖС.&amp;nbsp;&lt;/span&gt;&lt;/p&gt;",1456760815,
91,25,39033,"&lt;p class=&quot;touristtext&quot; style=&quot;line-height: 15.05pt; background: white; margin: 0cm 0cm 8.35pt 0cm;&quot;&gt;&lt;span style=&quot;font-size: 11.5pt; font-family: &#039;sourcesanspro&#039;,&#039;serif&#039;; color: #333333;&quot;&gt;Нет, согласно Шенгенскому соглашению, Вы не можете запрашивать новую Шенгенскую визу на период времени, в который у Вас уже есть действующая виза.&lt;/span&gt;&lt;/p&gt;",1457092356,
92,17,39033,"&lt;p&gt;Капитан малого плавания имеет право работать&amp;nbsp;включительно на любых самоходных судах в малом и прибрежном плавании.&lt;/p&gt;
&lt;p&gt;Штурман дальнего плавания имеет право работать&amp;nbsp;&amp;nbsp;на любых самоходных судах в прибрежном плавании, при наличии стажа плавания в должности старшего помощника капитана морских судов валовой вместимостью 500 тонн и боле в любом плавании.&amp;nbsp;&lt;/p&gt;",1457094626,
13,23,39034,"&lt;p&gt;Налоги украинские моряки работающие под иностранным флагом платить в Украине не должны, т.к. это является юрисдикцией того государства, под чьим флагом они работают, т.к иностранного государства&lt;/p&gt;",1456748808,
31,20,39034,"&lt;p&gt;- &lt;strong&gt;Сертификат А-VI/1&lt;/strong&gt; &quot;Обязательные минимальные требования по ознакомлению, начальной подготовке по вопросам безопасности и инструктажу для всех моряков&quot; предусматривает умение принимать немедленные меры по оказанию помощи при несчастных случаях прежде, чем обратиться за последующей медицинской помощью, которая может быть оказана в судовых условиях с учетом имеющихся сил и средств. Этот сертификат необходим для всех без исключения членов экипажа;&lt;br /&gt;- &lt;strong&gt;Сертификат А-VI/4-1&lt;/strong&gt; &quot;Обязательные минимальные требования в отношении оказания первой медицинской помощи&quot; необходим всем лицам командного состава, за исключением старшего помощника капитана и капитана судна;&lt;br /&gt;- &lt;strong&gt;Сертификат А-VI/4-2&lt;/strong&gt; &quot;Минимальные требования к компетентности лиц, ответственных за медицинский уход на судне&quot; необходим капитанам и старшим помощникам капитана судов дальнего и малого плавания.&lt;/p&gt;",1456761172,1
94,42,39034,"&lt;p&gt;Да. На момент подачи документов Вам необходимо предоставить страховой полис на период пребывания или первой поездки, если Вы запрашиваете мультивизу&lt;/p&gt;",1457098380,
14,8,39036,"&lt;p&gt;В свободное время от работы, удиляю несколько часов на изучение языка (English), люблю поиграть в маленький тенис, из фильмов предпочитаю документалку.&amp;nbsp;&lt;/p&gt;",1456751318,
15,23,39036,"&lt;p&gt;Нужно решить вопрос с резидентством, под флагом какой страны плавали (есть ли соглашение об избежании двойного налогообложения или нет) , сколько дней в общей сложности в году жили в Украине. А то что эти налоги существуют - это факт.&lt;/p&gt;
&lt;p&gt;Недавно читал интресную статью, которая затрагивает эту тему-&amp;nbsp;&lt;a href=&quot;http://assol.org.ua/index/nalogooblozhenie_morjakov_podflazhnikov/0-71&quot; target=&quot;_blank&quot;&gt;http://assol.org.ua/index/nalogooblozhenie_morjakov_podflazhnikov/0-71&lt;/a&gt;&lt;/p&gt;",1456753032,
28,28,39036,"&lt;p&gt;Существует три вида тревог на судне - это общесудовая, &quot;человек за бортом&quot;, останов судна.&lt;/p&gt;
&lt;p&gt;На общесудовой тревоге звучит тревожный вызов (при пожаре, взрыве и т.д) в течении 25-30 секунд.&lt;/p&gt;
&lt;p&gt;&quot;Человек за бортом&quot; - это три длинных сигнала продолжительностью в 15 секунд, повторяемых по три-четыри раза.&lt;/p&gt;
&lt;p&gt;Останов судна - семь и более коротких сигналов, вслед за ними один продолжительный сигнал, повторяемых 3-4 раза.&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;",1456760908,
82,36,39036,"&lt;p&gt;Marlow Navigation, насколько я знаю, занимаются кадетскими программами.&lt;/p&gt;",1456929341,1
120,39,39036,"&lt;p&gt;Hello, three short rings means that, the ship will go in the opposite direction.&lt;/p&gt;",1457968666,
136,11,39036,"&lt;p&gt;Привет.Для того чтобы пройти marlins test тебе нужно зайти на сайт marlinstest.com, выбрать нужное тебе тестирование и количество попыток, заполнить регистрационную форму и оплатить тестирование банковской картой либо банковским переводом. Дальше на твой электронный адрес будет отправлены все необходимые для доступа к системе тестирования данные и инструкции. Проходить тестирования ты сможешь в любое удобное время. После прохождения тестирования по электронной почте будут высланы сертификаты, заверенные печатью сертифицированного центра.&lt;/p&gt;",1458228383,
160,56,39036,"&lt;p&gt;&lt;span style=&quot;color: #000000;&quot;&gt;DGRS - это система диференциального глобального позиционирования, следующая ступень эволюции GPS. Она использует сеть наземных (водных) станций для передачи сигналов между спутинками и зафиксированной позицией наблюдателя. Это система&amp;nbsp;&amp;nbsp;представляет собой ряд элементов связанных при помощи локальной сети локальной сети во главе с центральным компьютером.&lt;span style=&quot;font-family: Arial, sans-serif;&quot;&gt;Система контролируется и оперируются при помощи ДП консоли, состоящей из Монитора, контрольной раскладки клавиш и джойстика, дп &lt;strong&gt;&lt;span style=&quot;font-weight: normal;&quot;&gt;консоль &lt;/span&gt;&lt;/strong&gt;располагается в месте, имеющем, лучший обзор окружающего пространства, как правило, это навигационный мостик, либо штурманская рубка. Большинство современных ДП используют WINDOWS как операционную систему, что облегчает работу ДПО, если он ознакомлен с принципами работы этой ОС.&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;color: #000000;&quot;&gt;&lt;span style=&quot;font-family: Arial, sans-serif;&quot;&gt;Система radar scan, основным прибором в этой системе есть радиолокатор - он состоит из антенны, приемопередатчика и дисплея. На современных судах в радаре два первых элемента объединяются в одно целое, и называется он &quot;сканер&quot;.&lt;/span&gt;&lt;span style=&quot;font-family: Arial, sans-serif; line-height: 1.42857;&quot;&gt;При работе вращающаяся в горизонтальной плоскости антенна радара излучает вырабатываемые передатчиком короткие высокочастотные импульсы &lt;/span&gt;&lt;span style=&quot;font-family: Arial, sans-serif; line-height: 1.42857;&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;span style=&quot;font-family: Arial, sans-serif; line-height: 1.42857;&quot;&gt;и принимает отраженные от различных объектов сигналы. Приемник выделяет отраженные сигналы из шумов и передает их на дисплей, в котором осуществляется их усиление, выделение из различных помех &lt;/span&gt;&lt;span style=&quot;font-family: Arial, sans-serif; line-height: 1.42857;&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;span style=&quot;font-family: Arial, sans-serif; line-height: 1.42857;&quot;&gt;и отображение окружающего пространства на экране индикатора кругового обзора. Наблюдая на экране радиолокационную обстановку вокруг судна, оператор производит визуальное обнаружение целей, измерение их дальности и азимута относительно судна и управление работой радара. Ну вот так!)&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p class=&quot;MsoNormal&quot;&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;color: #000000;&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;",1458832983,
172,100,39036,"&lt;p&gt;Здравствуй. На сколько я знаю существует 7 способов снятие судна с мели, так начнем же их описание более подробное описание)&lt;/p&gt;
&lt;p&gt;- сход судна с мели при помощи работы своих машин;&lt;/p&gt;
&lt;p&gt;- сход с мели с применением балластировки, кренования и дифферентования судна, о балластировке имеется ввиду прием и снятие жидких грузов;&lt;/p&gt;
&lt;p&gt;- сход с мели при помощи гиней, лебедок и тяжелых якорей;&lt;/p&gt;
&lt;p&gt;- путем откачки судна с предварительной заделки пробоин, а также при помощи его разгрузки и загрузки;&lt;/p&gt;
&lt;p&gt;- снятие с мели при помощи буксировки другими судами;&lt;/p&gt;
&lt;p&gt;- при помощи устройства канала и котлована у снимаемого судна;&lt;/p&gt;
&lt;p&gt;- при помощи устройства подъемных и спусковых приспособлений. Ну вот вроде бы все, чем смог тем помог.&lt;/p&gt;",1459261652,
173,101,39036,"&lt;p&gt;Здравствуйте! Я так понял, что вы хотите уйти в должности моторист-практикант, либо моторист.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;Для начала, не предлагайте денги, а сделайте упор на официальные представительства шипменеджеров. Танкерных компаний таких на Украине немного. Но большая часть из них с рядовыми не работают. Поэтому зацикливаться только на танкерном флоте &amp;ndash; тоже неправильно. Первый контракт нужно идти туда, куда есть возможность.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;Еще я могу посоветовать слать вам свои анкеты в крюиги Латвии, Литвы и Эстонии. В этих странах много крюингов, но очень мало моряков. Самый главный критерий для них &amp;ndash; это хорошее знание английского языка. Пишите об этом везде. Еще, как вариант, попробуйте слать письма в азиатские оффшорные компании, но сразу указывайте желаемую должность &amp;ndash; моторист (моторист практикант, кадет &amp;ndash; не пишите, там этих должностей вообще нет). Азиаты сразу же могут вам позвонить на мобильный, будьте к этому готовы. Вам даже могут прислать &amp;laquo;контракт&amp;raquo;, на самом деле, это не контракт, это ваша декларация о том, что вы ознакомлены с политикой компании, она вас устраивает, и вы согласны в будущем трудоустроиться. После этого вас поставят в очередь. Очередь до вас может дойти и через 2 месяца, а, может, и через полтора года. В любом случае, лишними эти действия не будут.&amp;nbsp;&lt;/p&gt;",1459264030,
205,143,39036,"&lt;p class=&quot;MsoNormal&quot;&gt;&lt;span lang=&quot;EN-US&quot;&gt;As far as I know, there are the usual circles with lines and circles are equipped with self-igniting lights and smoke bombs. In various situations, serving different types of lifebuoys. For example, if a person has fallen overboard from a ship at anchor, the supply range with the lifeline that will not allow the current to refer a person from a ship in the most rational is the time of the rescue operation that will not allow the flow to refer a person from the ship at the time of the rescue operation, and if a man fell overboard moving vessel, then give him a circle with tench pointless - the circle goes together with the vessel. In this case, it must be filed with the range of the signal feeding means: a day - with a self-igniting smoke bombs at night - with a self-igniting fire.&amp;nbsp;&lt;/span&gt;&lt;/p&gt;",1460535190,
95,42,39037,"&lt;p&gt;Оформление медицинского страхового полиса, является обязательним, для оформелния Шенгенской визы.&lt;/p&gt;
&lt;p&gt;Если у вас его не будет, сотрудники посольства вам могут отказать в выдаче визы.&lt;/p&gt;",1457098939,
118,55,39037,"&lt;p&gt;Есть специальные трубоукладочные суда (суда - трубоукладчики). Это огромные суда, ещё называют плавучими домами, на которых может находится до 200 - та человек одновременно. На этом судне существуют специальный конвеер, на который поступают трубы которые там же свариваются, потом эти трубы покрывают антикорозийным покрытием. После всех этих действий, готовые трубы продвигаются по конвееру, в напрвлении кормы. Здесь расспологается стингер, специальное преспособление уходящее под углом в воду, по которому опускаются трубы на морское дно. Начальный процес укладки начинается с моря, а потом уже на суше, чтобы соединить морскую часть трубы, с трубой которая на суше, есть специальная лебедка, которая с суши тянет трубу из моря, после их соединяют специальным &quot;захлестом&quot;. В общем как-то так.)&lt;/p&gt;",1457966616,
119,54,39037,"&lt;p&gt;&lt;span style=&quot;color: #333333; font-family: &#039;Helvetica Neue&#039;, Helvetica, Arial, sans-serif; font-size: 11.9px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 17px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 1; word-spacing: 0px; -webkit-text-stroke-width: 0px; display: inline !important; float: none; background-color: #fdfcfc;&quot;&gt;Вопрос интересный, если же тебе закончить курсы моториста, и тебе помогут с трудоустройством, то конечно же курсы. Если же не помогут устроиться, то идти кадетом, во многих крюингах есть кадетские программы, будет полегче трудоустроиться нежели сразу мотористом.&lt;/span&gt;&lt;/p&gt;",1457967351,
141,72,39037,"&lt;p&gt;Это очень здоровый танкер, который используется для перевозки сырой нефти. Водоизмещение у него идет от 320 000 метрических тонн. Обозначается как -&amp;nbsp;&lt;span style=&quot;color: #252525; font-family: sans-serif; line-height: 22.4px;&quot;&gt;ULCC (Ultra-large crude carrier), они перевозят более 320 тысяч тонн, вот это уровень!)&lt;/span&gt;&lt;span style=&quot;line-height: 1.42857;&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/p&gt;",1458305797,1
208,144,39037,"&lt;p&gt;Вот хорошая компания, находится на Ивана Франка 55, цена хорошая, сам с ними имел дело, по срокам сделали как и оговаривалось. Если хочешь побольше узнать о них вот их сайт -&amp;nbsp;&lt;a href=&quot;http://hermes-travel.com.ua/&quot; target=&quot;_blank&quot;&gt;http://hermes-travel.com.ua/&lt;/a&gt;&lt;/p&gt;",1460556974,
21,3,39039,"&lt;p&gt;Человек дышит воздухом, в котором содержится кислород. И как не странно, но в ограниченном пространстве отсеков подводной лодки он заканчивается. Чтобы его воспроизводить, были придуманы установки регенерации воздуха. Принцип их работы простой и позволяет получать кислород из воды которая, за бортом. Как эти установки работают? Во всех морях и океанах вода солёная. Солёная вода проводит электрический ток. Если взять стакан с морской водой и опустить туда два стальных стержня. Подать на них постоянный ток &amp;ndash; на один стержень &amp;laquo;плюс&amp;raquo;, на другой стержень &amp;ndash; &amp;laquo;минус&amp;raquo;. Вода начнёт кипеть с обильным газо-выделением. На одном стержне активно выделяется кислород, на другом &amp;ndash; водород. В реальных установках сделаны специальные заборники, которые собирают кислород и водород. Кислород поступает в специальные резервуары, а из них в строго определённых дозах распределяются по всем отсекам лодки. Водород удаляют в струю винта. Эта простая схема. На самом деле установки регенерации воздуха &amp;ndash;УЭРВК, достаточно сложное инженерное сооружение.&lt;/p&gt;",1456758851,
117,52,39039,"&lt;p&gt;Особой разницы нет, что ab что os матросов вакансий мало, уходят они одинаково редко. С точки зрения плавценза, то лучше сделать документы на ab - это дает возможность уйти как os так и ab.&lt;/p&gt;",1457964685,
142,62,39039,"&lt;p&gt;Это очень интересный вопрос, постараюсь тебе ответить максимально ясно, обьясню на примере ситуаций в которые само судно и экипаж &amp;nbsp;может попасть, и способы их решения.&lt;/p&gt;
&lt;p&gt;1.Если судно находится в наиболее опасной (левой передней) четверти циклона и не может пересечь путь движения циклона заблаговременно, то нужно по возможности удалиться от центра циклона, приведя ветер на носовые курсовые углы левого борта. Если удалиться от центра циклона на значительное рассотояние не удается, то судно должно удерживаться носом против волны, работая машинами.&lt;/p&gt;
&lt;p&gt;2. Если судно приближается к циклону со стороны его наиболее опасной (левой передней) четверти, нужно изменить курс на обратный и поступить так, как в случае как я описал выше.&lt;/p&gt;
&lt;p&gt;3. Если судно находится в правой передней четверти тропического циклона, нужно стремиться уйти от центра циклона курсом, перпендикулярным пути его движения, проведя ветер по левому борту.&lt;/p&gt;
&lt;p&gt;4. Если судно находится в правой передней четверти тропического циклона и не может держать курс перпендикулярно пути движения циклона, то следует привести ветер на кормовые курсовые углы левого борта и идти полным ходом.&lt;/p&gt;
&lt;p&gt;5. Если судно догоняет тропический циклон, нужно уменьшить скорость, приведя ветер по правому борту и ожидать, пока циклон не удалится.&lt;/p&gt;
&lt;p&gt;&lt;span id=&quot;copylink&quot; style=&quot;margin: 0px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; color: #000000; font-family: Arial; line-height: 21px; position: absolute; left: -9999px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;&lt;br /&gt;Подробнее на Морском сайте http://seaman-sea.ru/upravlenie-sudnom/534-pravila-rasxozhdeniya-sudna-s-centrom-tropicheskogo-ciklona.html&lt;/span&gt;&lt;/p&gt;",1458308232,1
201,124,39039,"&lt;p style=&quot;line-height: 15.0pt; margin: 0cm 0cm 7.5pt 0cm;&quot;&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif;&quot;&gt;Здравствуй. Крюйс-пеленга - это метод определения места судна в море по двум пеленгам на один и тот же предмет (маяк), измеренный через определ&lt;/span&gt;&lt;span lang=&quot;UK&quot; style=&quot;font-size: 10pt; font-family: Verdana, sans-serif;&quot;&gt;ен&lt;/span&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif;&quot;&gt;ный промежуток времени.&lt;/span&gt;&lt;/p&gt;
&lt;p style=&quot;margin: 0cm 0cm 7.5pt; line-height: 15pt;&quot;&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif; color: black; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;&lt;span style=&quot;font-size: 10.0pt; font-family: &#039;Verdana&#039;,&#039;sans-serif&#039;; mso-bidi-font-family: Helvetica; color: black;&quot;&gt;Рассмотрим на таком примере, пусть в какой-то момент получен истинный пеленг P1 предмета А (рис.,а) , а через некоторое время &amp;mdash; Р2. За это время судно, следуя в направлении пути П, прошло расстояние 5. Чтобы определить место судна, производят прокладку следующим образом. Рисунок &amp;laquo;а&amp;raquo; описывается в 1-ом пункте, рис. &amp;laquo;б&amp;raquo; &amp;ndash; во втором.&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p style=&quot;margin: 0cm 0cm 7.5pt; line-height: 15pt;&quot;&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif; color: black; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;&lt;span style=&quot;background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;1.Из точки С (пересечения линии пути П с линией первого пеленга P1) откладывают расстояние S в сторону движения судна. Получают точку Д из которой проводят прямую DP1 параллельную линии пеленга Pt . Пересечение линии DP1 с линией второго пеленга Р2 даст точку М2 &amp;mdash; место судна в момент взятия второго пеленга. Дальнейшее счисление ведут от точки М2 в направлении пути П&#039;.&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p style=&quot;margin: 0cm 0cm 7.5pt;&quot;&gt;&lt;span style=&quot;background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif;&quot;&gt;2.Через видимый с судна предмет А (рис. 51, б) проводят линию АП&quot;, параллельную линии П. На линии АП&quot; откладывают расстояние S, пройденное судном за время между наблюдениями. Из полученной точки D проводят прямую ДР1, параллельную пеленгу Р1 Пересечение линии DP&#039; 1 со вторым пеленгом дает место судна М2 в момент взятия второго пеленга. Этот способ особенно удобен, если в промежутке между наблюдениями судно меняло направление движения. Тогда от изображения предмета на карте последовательно прокладывают векторы всех участков пути и из конца суммарного вектора проводят линию, параллельную первому пеленгу.&lt;span class=&quot;apple-converted-space&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;&quot;&gt;&lt;span style=&quot;font-size: 10pt; font-family: Verdana, sans-serif;&quot;&gt;Пересечение этой линии с линией второго пеленга даст место судна в момент второго наблюдения.&lt;span class=&quot;apple-converted-space&quot;&gt;&amp;nbsp;&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;",1460449647,
244,170,39039,"&lt;p&gt;Здравствуй. Начнем с того, что же такое вахта, и для чего она нужна.&lt;/p&gt;
&lt;p&gt;Вахтенная служба - это особый вид выполнения служебных обязонностей, требующий повышенного внимания и постоянного присутствия на посту. В основном на всех видах судов устанавливается круглосуточная вахта. Вахтенная служба обеспечивает управление судном, его безопасность, производственную деятельность, предотвращение загрязнения окружающей среды, дисциплину и порядок, а также контроль за посещением судна посторонними лицами. Вахты бывают ходовые и стояночные. &lt;strong&gt;Кадеты как раз несут ходовую вахту.&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;Вахтенная служба несется кадетом (допустим матросом), количество времени зависит от размера экипажа, если на судне 2 матроса, то вахта несется так, 6 часов на посту и 6 часов на отдых, а если на судне 3 и больше матросов - вахта несется так, 4 часов на вахте и 8 часов отдыха. А в какое время ночное или дневное это не важно, смотря какой у тебя режим. Надеюсь подробно обьяснил.&lt;/p&gt;",1461325085,1
178,104,39071,"&lt;p&gt;Добрый вечер Богдан,&lt;/p&gt;
&lt;p&gt;При продолжительном штормовом ветре или сильном течении&amp;nbsp;рекомендуется стоять на двух якорях.&lt;/p&gt;
&lt;p&gt;Постановка судна на два якоря&amp;nbsp;осуществляется, когда необходимо:&lt;/p&gt;
&lt;p&gt;&amp;bull; увеличить держащую силу якорного устройства;&lt;br /&gt; &amp;bull; уменьшить рыскание судна;&lt;br /&gt; &amp;bull; удерживать судно в определенном положении;&lt;br /&gt; &amp;bull; уменьшить радиус циркуляции на якоре при переменных ветре&amp;nbsp;и течении.&lt;/p&gt;
&lt;p&gt;А подробную информацию и варианты постановки судна Вы можете получить пройдя по ссылке :&lt;/p&gt;
&lt;p&gt;http://seaspirit.ru/navigator/ups/postanovka-sudna-na-odin-i-dva-yakorya.html&lt;/p&gt;",1459447631,
